ds,yhat,yhat_lower,yhat_upper
2018-08-24 09:00:00,23.318291139644998,-5.54641274670016,52.09867802823578
2018-08-24 10:00:00,17.61053292866957,-9.402780057134562,46.041693494872945
2018-08-24 11:00:00,13.348596008300348,-16.4062938034772,42.937435400951266
2018-08-24 12:00:00,20.628800595314587,-11.122942528305288,48.65275326261543
2018-08-24 13:00:00,42.89786059969235,14.323374214861886,72.11948454430924
2018-08-24 14:00:00,71.63632815642569,42.19246992854172,101.26063026912625
2018-08-24 15:00:00,91.27387981199499,63.15207063264157,118.9360541772751
2018-08-24 16:00:00,90.78696251581763,62.007629701178,120.2100091818811
2018-08-24 17:00:00,72.12520509377319,39.486385633443966,100.57930361541881
2018-08-24 18:00:00,48.26968322125772,19.158995015315085,78.15821014672699
2018-08-24 19:00:00,32.91386250803886,2.106901885186436,63.62961983346694
2018-08-24 20:00:00,30.89312994438926,1.863283059083651,59.67884626286117
2018-08-24 21:00:00,37.08653997926959,7.04391247449628,65.44845224004932
2018-08-24 22:00:00,43.31303879994995,15.66877390110385,73.5225715932437
2018-08-24 23:00:00,45.7822514462583,13.460884309954961,76.56966319097104
2018-08-25 00:00:00,46.33310983463713,13.566462991443741,76.64594058693787
2018-08-25 01:00:00,47.68076630765566,15.218411152984817,75.71845071345776
2018-08-25 02:00:00,48.83602150403897,18.383151899294628,79.78245173434176
2018-08-25 03:00:00,45.91996207191072,16.96811036079669,75.90957096455597
2018-08-25 04:00:00,37.205371620538145,9.806818873579099,66.98792669282358
2018-08-25 05:00:00,26.352052352289746,-2.7342917731601086,58.22181885535425
2018-08-25 06:00:00,19.662780790178203,-12.14611594159831,48.22865824214517
2018-08-25 07:00:00,19.807229839908402,-12.084887781782468,50.315788799227946
2018-08-25 08:00:00,22.762648468861002,-8.237291214498523,51.31639006607975
2018-08-25 09:00:00,21.87726182748311,-8.085180961008364,52.56433440830783
2018-08-25 10:00:00,15.557021561131307,-13.523091976773612,44.64093760190093
2018-08-25 11:00:00,10.680081597670764,-20.55327993865806,41.77758690949877
2018-08-25 12:00:00,17.348937223619956,-12.111197863672684,47.24924971653983
2018-08-25 13:00:00,39.01665005034809,9.80647642740549,68.75349733621357
2018-08-25 14:00:00,67.17022472435579,37.59398394045773,95.66311828693794
2018-08-25 15:00:00,86.24582487919443,55.804452498587295,115.67177385754611
2018-08-25 16:00:00,85.22634734480059,52.433353918256444,113.71751563285684
2018-08-25 17:00:00,66.0677610935243,36.35357738540062,97.87687564659498
2018-08-25 18:00:00,41.75729982492541,12.10463641295637,72.02563725625299
2018-08-25 19:00:00,25.994333644256983,-4.401243544247205,57.349248496961806
2018-08-25 20:00:00,23.619830962212376,-6.225989020242823,52.54816850064756
2018-08-25 21:00:00,29.518037715048436,-0.6075137934382812,62.75072564141358
2018-08-25 22:00:00,35.51263829872781,9.559830556100495,66.05067141553131
2018-08-25 23:00:00,37.81748361536931,6.779511227254832,65.98463823839475
2018-08-26 00:00:00,38.275165061453094,9.384255194246919,66.39696030771522
2018-08-26 01:00:00,39.60387972981033,10.263717243039194,70.3672616300812
2018-08-26 02:00:00,40.81681624690056,11.682719126608395,68.34789138701295
2018-08-26 03:00:00,38.036757301036474,8.758879873060385,69.1680246555653
2018-08-26 04:00:00,29.537462735161895,0.11932583590368864,59.286569975535116
2018-08-26 05:00:00,18.978971001305823,-10.015950024781525,47.58978657024612
2018-08-26 06:00:00,12.66354270264118,-17.574691398452295,41.155661655343984
2018-08-26 07:00:00,13.2595786497549,-17.479169544086872,42.73237284616941
2018-08-26 08:00:00,16.742303812904836,-13.863203561840733,48.35388832449219
2018-08-26 09:00:00,16.457180002892912,-12.387572694839282,45.055768846025124
2018-08-26 10:00:00,10.806676926196928,-19.040061144430812,39.008843268847755
2018-08-26 11:00:00,6.6647767245952565,-23.913771641024024,35.31123160654063
2018-08-26 12:00:00,14.129149499774215,-16.100732642096634,45.689398761424194
2018-08-26 13:00:00,36.64742207727292,5.027809512577122,64.68744538338464
2018-08-26 14:00:00,65.7006053623235,35.10832851660992,96.55064211938632
2018-08-26 15:00:00,85.71836728650253,56.51490723735314,114.40125409901324
2018-08-26 16:00:00,85.67666967373938,56.49172705377143,116.14334422864259
2018-08-26 17:00:00,67.52417487882977,40.51177925005761,96.16173556682624
2018-08-26 18:00:00,44.24051030149799,14.608551455707032,74.04165747702676
2018-08-26 19:00:00,29.517215457315388,-2.0430127554669943,58.72745713050994
2018-08-26 20:00:00,28.187281870861696,-1.801098516718558,55.377337892767635
2018-08-26 21:00:00,35.126912024056466,3.713992879052232,65.3002064012255
2018-08-26 22:00:00,42.15176085412445,12.261172144829812,70.44329852437411
2018-08-26 23:00:00,45.46774429142849,16.626070150621395,75.35780858996283
2018-08-27 00:00:00,46.90969276128821,16.11868596085579,77.96954719385259
2018-08-27 01:00:00,49.188294025322264,18.899519335218905,82.17276359095989
2018-08-27 02:00:00,51.30955390766714,21.74063933476054,80.95014375544248
2018-08-27 03:00:00,49.389470124687975,20.737905246288985,78.58183609995616
2018-08-27 04:00:00,41.69548228649879,10.664054460312082,71.99159358536491
2018-08-27 05:00:00,31.881835130339354,1.8417610740080617,61.4121705791385
2018-08-27 06:00:00,26.245578011197836,-2.3826569380939646,55.22543481838511
2018-08-27 07:00:00,27.450532471163243,-0.30029816130433995,58.485516763038085
2018-08-27 08:00:00,31.468018721683194,-1.3262958762200696,61.49688764564311
2018-08-27 09:00:00,31.64030341279856,3.6527757592258445,63.61295649900274
2018-08-27 10:00:00,26.36739796810329,-4.978001289205956,55.833574424294625
2018-08-27 11:00:00,22.521582306229348,-6.062161777209015,51.67422851087792
2018-08-27 12:00:00,30.199591286993623,3.1258607655145436,59.493106551643116
2018-08-27 13:00:00,52.84888602191731,22.05256046077253,82.99017445851601
2018-08-27 14:00:00,81.95107544053036,51.39056129820993,113.26180667546582
2018-08-27 15:00:00,101.93717520507077,73.88334062262274,132.09398717786388
